Number of elements 23380
     0 : -1.8709535e-40  6.5076646e-40 -2.1795251e-40
     1 :  1.7763196e-36  4.1226219e-34 -4.7010805e-34
     2 : 3.8834960e-148 -1.7920385e-147 1.0550788e-147
     3 :  2.1597375e-89 -4.8670232e-89 -2.1134156e-89
     4 : 6.2389437e-147 -1.8040557e-147 -1.5349259e-146
     5 : -3.7911726e-90  2.4696150e-91  1.2108911e-89
     6 :  3.1862095e-24 -1.2217541e-23 -8.5933837e-24
     7 :  7.9875579e-44 -2.9996667e-44 -1.5220334e-43
     8 : -3.3494037e-46 -1.6399207e-44 -2.8662458e-45
     9 :  9.0365540e-38 -9.3246835e-38 -1.3490812e-37
    10 :  2.2198957e-10 -3.2220311e-10 -7.2159098e-10
    11 : -5.8942243e-38 -1.3137297e-36 -2.4130088e-37
    12 : -1.9014506e-25  8.3670615e-26  7.4984635e-25
    13 : -1.5125954e-30  7.8581701e-31  1.1651915e-31
    14 : -4.0174733e-17 -2.2102412e-17  1.2254084e-17
    15 :  1.5591258e-33 -2.1889885e-33 -2.4136019e-33
    16 : -6.4334486e-19 -1.3323911e-18 -7.1433596e-19
    17 :  3.2497886e-34 -6.5217153e-34  1.3981000e-34
    18 :  2.3654764e-60 -3.8959352e-60  2.3092100e-61
    19 :  5.7320361e-40 -2.7936590e-40  6.8305494e-40
    20 : -4.9519406e-12  3.4821657e-13 -4.5297567e-12
    21 :  8.7878141e-23 -3.2643182e-23 -2.6372665e-23
    22 : -1.8963887e-130 -1.2384476e-130 4.4788107e-130
    23 : -3.6903363e-11 -5.4662843e-13 -5.2334116e-11
    24 : -1.7680944e-105 2.0225331e-105 -2.7242531e-105
    25 :  1.3483006e-12  5.5434388e-12  6.4196589e-12
    26 :  5.1882724e-25 -3.1146386e-24 -9.4376481e-25
    27 :  5.6461665e-17 -1.6259204e-16  6.5657660e-17
    28 : -5.9273758e-02 -7.9297687e-02 -6.8631780e-02
    29 : -9.7434670e-31 -1.2033434e-30 -6.2194509e-31
    30 : -3.2329182e-13  4.9618614e-14 -5.0960383e-14
    31 : -3.0285129e-96 -3.8780983e-96  1.3484632e-95
    32 :  2.3512084e-25 -4.2882700e-25 -1.7609888e-25
    33 :  1.6070500e-16 -7.4632563e-16 -1.3577743e-15
    34 :  2.9166160e-43  2.0545988e-43 -8.7657595e-43
    35 :  3.5660497e-16  7.1037015e-17 -3.9280079e-17
    36 :  1.1909842e-41 -3.6619473e-42 -6.7611736e-42
    37 :  1.7923033e-33  4.6148847e-33 -8.2510678e-33
    38 : -2.4776308e-14  2.2266189e-14  7.3217534e-15
    39 :  2.5397179e-29  4.5604306e-27 -2.3185520e-27
    40 : -8.3247030e-126 2.0028246e-126 1.6403492e-125
    41 :  1.5878694e-02 -1.9543642e-02  3.1687578e-03
    42 :  5.9175619e-43 -5.7626254e-42  3.6835760e-42
    43 :  2.9115205e-15 -3.1223306e-16  7.4738596e-16
    44 :  1.0653860e-07  4.2110955e-07 -2.0204635e-07
    45 :  9.1849328e-02  1.0702204e-01  7.0271786e-02
